id,customer_id,price,payment_method,employee_id,order_time
80,701,20.0,credit_card,2,2024-01-01 14:29:38
81,982,12.0,credit_card,4,2024-01-01 13:07:08
82,25,10.0,cash,2,2024-01-01 05:34:14
83,708,10.0,cash,5,2024-01-01 20:49:39
84,109,1.0,cash,1,2024-01-01 17:47:30
85,826,3.5,credit_card,5,2024-01-01 22:17:58
86,71,10.0,cash,6,2024-01-01 17:59:21
87,780,2.0,credit_card,6,2024-01-01 04:05:06
88,542,20.0,credit_card,5,2024-01-01 11:18:54
89,721,10.0,cash,5,2024-01-01 06:20:04
90,607,2.0,credit_card,4,2024-01-01 05:46:40
91,436,10.0,cash,4,2024-01-01 06:31:22
92,495,21.0,credit_card,4,2024-01-01 08:36:43
93,444,22.0,credit_card,1,2024-01-01 21:16:10
94,787,10.0,credit_card,3,2024-01-01 11:22:19
95,756,21.0,cash,5,2024-01-01 01:48:00
96,886,11.5,credit_card,4,2024-01-01 10:41:06
97,215,2.0,credit_card,3,2024-01-01 07:16:21
98,71,17.0,credit_card,6,2024-01-01 08:23:07
99,579,12.0,cash,6,2024-01-01 16:01:42
100,642,10.0,cash,2,2024-01-01 23:48:47
101,334,35.0,cash,6,2024-01-01 02:48:36
102,790,4.0,cash,6,2024-01-01 18:45:13
103,372,12.0,cash,1,2024-01-01 02:43:54
104,38,10.0,cash,6,2024-01-01 17:04:36
105,789,26.5,credit_card,2,2024-01-01 06:19:42
106,285,2.25,cash,2,2024-01-01 10:48:49
107,865,12.0,cash,4,2024-01-01 08:51:54
108,654,20.25,credit_card,6,2024-01-01 18:36:22
109,631,1.0,cash,6,2024-01-01 13:54:06
110,468,10.0,credit_card,3,2024-01-01 11:28:25
111,818,12.25,cash,3,2024-01-01 06:21:41
112,841,12.0,cash,2,2024-01-01 01:13:30
113,242,22.0,credit_card,5,2024-01-01 03:11:03
114,135,20.0,credit_card,4,2024-01-01 09:18:58
115,591,11.5,cash,1,2024-01-01 11:10:31
116,171,21.0,credit_card,6,2024-01-01 12:08:14
117,151,17.25,cash,3,2024-01-01 22:08:04
118,518,11.5,cash,2,2024-01-01 23:48:50
119,477,10.0,credit_card,4,2024-01-01 09:25:07
120,451,1.5,cash,5,2024-01-01 19:47:16
121,579,10.0,cash,3,2024-01-01 11:14:19
122,402,20.0,cash,3,2024-01-01 21:07:31
123,776,12.0,credit_card,6,2024-01-01 03:26:01
124,543,12.0,credit_card,3,2024-01-01 04:56:46
125,979,2.25,credit_card,1,2024-01-01 05:50:14
126,336,20.25,credit_card,5,2024-01-01 20:05:18
127,902,2.0,cash,6,2024-01-01 22:47:16
128,903,22.0,credit_card,1,2024-01-01 20:16:57
129,616,4.25,cash,1,2024-01-01 22:52:36
130,914,35.0,credit_card,6,2024-01-01 21:03:36
131,499,4.0,cash,2,2024-01-01 02:24:49
132,901,1.75,cash,6,2024-01-01 00:25:15
133,764,30.0,credit_card,4,2024-01-01 17:32:38
134,572,2.25,credit_card,2,2024-01-01 13:56:46
135,49,20.0,credit_card,2,2024-01-01 05:31:18
136,606,20.0,cash,4,2024-01-01 06:27:59
137,553,20.0,cash,2,2024-01-01 02:38:24
138,556,11.5,credit_card,5,2024-01-01 14:20:54
139,840,26.5,credit_card,2,2024-01-01 20:53:10
140,742,10.0,cash,4,2024-01-01 16:50:29
141,763,18.0,cash,4,2024-01-01 02:02:02
142,158,10.0,credit_card,3,2024-01-01 10:52:02
143,991,2.0,cash,2,2024-01-01 06:56:46
144,612,21.0,credit_card,2,2024-01-01 09:19:27
145,468,12.0,credit_card,2,2024-01-01 08:26:33
146,479,20.0,credit_card,2,2024-01-01 07:03:23
147,691,21.5,cash,4,2024-01-01 13:30:07
148,494,30.0,cash,5,2024-01-01 03:40:52
149,577,0.25,credit_card,5,2024-01-01 05:14:36
150,425,22.0,credit_card,6,2024-01-01 07:46:54
151,78,22.0,cash,1,2024-01-01 15:38:50
152,270,27.0,cash,4,2024-01-01 21:11:34
153,607,10.0,cash,3,2024-01-01 13:49:39
154,797,20.25,credit_card,2,2024-01-01 12:10:12
155,805,35.0,credit_card,2,2024-01-01 17:21:30
156,182,10.25,credit_card,4,2024-01-01 17:19:23
157,869,13.5,credit_card,2,2024-01-01 04:39:36
158,910,10.0,credit_card,4,2024-01-01 17:13:58
159,462,20.0,cash,5,2024-01-01 13:26:01
160,434,21.0,credit_card,6,2024-01-01 02:25:37
161,153,1.0,cash,5,2024-01-01 07:33:15
162,1,1.0,credit_card,6,2024-01-01 07:10:55
163,297,12.0,cash,3,2024-01-01 01:12:07
164,189,10.0,cash,6,2024-01-01 10:55:05
165,598,30.0,cash,3,2024-01-01 05:19:02
166,882,1.0,cash,4,2024-01-01 10:39:10
167,80,12.0,cash,4,2024-01-01 07:15:15
168,275,30.0,cash,4,2024-01-01 18:47:34
169,200,10.0,cash,5,2024-01-01 11:15:29
170,418,2.0,cash,4,2024-01-01 16:33:44
171,775,25.0,cash,6,2024-01-01 14:20:28
172,975,10.0,credit_card,3,2024-01-01 03:52:37
173,630,21.5,credit_card,5,2024-01-01 08:42:06
174,830,1.25,cash,5,2024-01-01 07:59:00
175,718,10.0,credit_card,1,2024-01-01 02:13:13
176,271,35.0,credit_card,1,2024-01-01 16:19:45
177,721,13.0,cash,3,2024-01-01 18:52:03
178,602,30.0,credit_card,1,2024-01-01 19:14:08
179,935,10.0,credit_card,3,2024-01-01 08:56:50
180,551,30.0,credit_card,5,2024-01-01 03:03:30
181,479,2.0,cash,4,2024-01-01 12:25:23
182,570,22.0,cash,4,2024-01-01 02:07:32
183,627,10.0,cash,6,2024-01-01 15:13:22
184,789,10.0,cash,6,2024-01-01 12:38:10
185,709,30.0,credit_card,1,2024-01-01 09:32:01
186,25,2.0,cash,5,2024-01-01 02:54:48
187,99,21.5,cash,2,2024-01-01 13:52:56
188,291,13.0,cash,5,2024-01-01 20:47:27
189,726,20.0,cash,4,2024-01-01 06:52:44
190,160,10.0,cash,4,2024-01-01 18:25:19
191,535,30.0,credit_card,4,2024-01-01 03:34:08
192,153,22.0,credit_card,5,2024-01-02 15:11:41
193,692,30.0,credit_card,6,2024-01-02 15:15:38
194,690,20.0,cash,2,2024-01-02 09:32:51
195,346,12.0,credit_card,2,2024-01-02 08:47:06
196,602,35.0,credit_card,3,2024-01-02 19:33:22
197,587,2.0,cash,2,2024-01-02 05:00:09
198,627,10.0,cash,4,2024-01-02 07:34:39
199,44,2.0,credit_card,3,2024-01-02 15:44:26
200,456,2.0,cash,4,2024-01-02 08:14:27
201,681,26.0,credit_card,6,2024-01-02 02:20:21
202,224,22.0,cash,4,2024-01-02 09:44:29
203,376,11.5,cash,2,2024-01-02 19:17:33
204,66,10.0,credit_card,5,2024-01-02 19:59:15
205,23,20.0,credit_card,3,2024-01-02 12:06:47
206,665,20.0,cash,3,2024-01-02 18:10:23
207,189,20.0,cash,2,2024-01-02 11:38:22
208,97,30.0,credit_card,1,2024-01-02 00:44:59
209,918,22.0,cash,5,2024-01-02 01:21:12
210,545,27.0,credit_card,1,2024-01-02 22:44:04
211,709,20.0,cash,1,2024-01-02 19:20:37
212,334,20.0,cash,5,2024-01-02 14:42:06
213,189,30.0,cash,6,2024-01-02 22:39:56
214,936,22.0,credit_card,1,2024-01-02 10:14:41
215,653,1.25,cash,1,2024-01-02 07:47:18
216,19,12.25,credit_card,5,2024-01-02 14:02:15
217,453,20.0,credit_card,1,2024-01-02 00:40:09
218,549,20.0,cash,2,2024-01-02 20:10:43
219,318,12.0,cash,6,2024-01-02 23:59:26
220,821,2.0,credit_card,4,2024-01-02 19:58:59
221,56,27.0,cash,5,2024-01-02 12:14:40
222,753,20.25,credit_card,4,2024-01-02 16:28:23
223,336,11.0,cash,5,2024-01-02 19:19:07
224,965,2.25,credit_card,5,2024-01-02 10:12:37
225,285,13.5,cash,6,2024-01-02 16:25:53
226,972,26.5,credit_card,3,2024-01-02 19:00:30
227,306,20.0,credit_card,6,2024-01-02 09:30:01
228,678,30.0,cash,2,2024-01-02 09:31:02
229,981,10.0,credit_card,2,2024-01-02 06:09:34
230,199,10.0,cash,5,2024-01-02 13:52:28
231,965,30.0,credit_card,5,2024-01-02 12:08:04
232,36,10.0,credit_card,4,2024-01-02 04:42:15
233,746,10.0,credit_card,5,2024-01-02 03:02:21
234,484,1.5,credit_card,1,2024-01-02 19:41:52
235,753,10.0,credit_card,2,2024-01-02 13:33:19
236,612,20.0,cash,2,2024-01-02 01:54:37
237,709,30.0,credit_card,1,2024-01-02 11:43:55
238,189,11.5,credit_card,4,2024-01-02 07:23:35
239,610,10.25,cash,6,2024-01-02 18:21:36
240,449,3.5,cash,3,2024-01-02 21:52:19
241,53,0.25,cash,1,2024-01-02 04:14:08
242,595,30.0,cash,4,2024-01-02 06:35:28
243,430,12.0,cash,2,2024-01-02 04:19:47
244,30,12.5,cash,4,2024-01-02 17:49:45
245,56,10.0,cash,2,2024-01-02 09:25:38
246,985,35.0,cash,6,2024-01-02 07:03:40
247,151,14.0,credit_card,1,2024-01-02 12:38:10
248,228,26.0,cash,1,2024-01-02 22:35:09
249,83,2.0,credit_card,5,2024-01-02 19:28:10
250,408,11.25,credit_card,6,2024-01-02 04:54:18
251,670,20.0,credit_card,4,2024-01-02 11:24:22
252,75,1.5,cash,1,2024-01-02 12:59:11
253,57,10.0,cash,2,2024-01-02 22:38:28
254,936,21.0,credit_card,3,2024-01-02 01:53:49
255,257,10.0,credit_card,6,2024-01-02 05:17:46
256,927,10.0,credit_card,3,2024-01-02 19:36:05
257,735,2.0,credit_card,4,2024-01-02 07:57:12
258,318,10.0,cash,4,2024-01-02 01:02:09
259,722,15.0,cash,6,2024-01-02 01:31:18
260,298,21.0,cash,1,2024-01-02 12:48:15
261,432,3.75,credit_card,1,2024-01-02 02:33:10
262,955,14.0,credit_card,1,2024-01-02 13:29:55
263,793,12.0,credit_card,4,2024-01-02 20:10:06
264,528,2.0,credit_card,6,2024-01-02 03:58:18
265,300,10.0,credit_card,3,2024-01-02 02:11:54
266,419,27.0,cash,2,2024-01-02 06:44:17
267,692,10.25,credit_card,5,2024-01-02 07:07:04
268,748,27.0,cash,4,2024-01-02 23:15:17
269,434,10.25,cash,2,2024-01-02 17:29:58
270,136,12.0,credit_card,4,2024-01-02 14:05:58
271,443,2.0,cash,2,2024-01-02 13:59:41
272,52,30.0,credit_card,2,2024-01-02 21:38:26
273,290,12.0,credit_card,5,2024-01-02 16:49:08
274,363,27.0,credit_card,3,2024-01-02 06:27:48
275,24,22.0,credit_card,3,2024-01-02 23:56:25
276,559,10.0,cash,3,2024-01-02 18:34:54
277,459,20.0,credit_card,2,2024-01-02 22:53:23
278,314,20.0,credit_card,3,2024-01-02 23:14:32
279,84,11.5,credit_card,4,2024-01-02 08:13:00
280,99,11.5,credit_card,6,2024-01-02 08:44:41
281,353,2.0,credit_card,3,2024-01-02 13:17:22
282,24,3.5,credit_card,3,2024-01-02 08:12:47
283,789,1.5,credit_card,4,2024-01-02 15:08:07
284,713,12.25,cash,5,2024-01-02 22:37:59
285,152,0.25,credit_card,4,2024-01-02 17:30:47
286,501,35.0,cash,5,2024-01-02 14:17:06
287,411,30.0,credit_card,1,2024-01-02 23:06:14
288,131,1.5,credit_card,2,2024-01-02 15:59:21
289,763,10.25,cash,1,2024-01-02 07:17:02
290,129,30.0,credit_card,1,2024-01-02 12:03:16
291,543,21.5,cash,6,2024-01-02 05:44:18
292,586,22.0,credit_card,3,2024-01-02 13:03:39
293,513,20.0,cash,6,2024-01-02 12:45:43
294,103,1.0,credit_card,5,2024-01-02 00:34:52
295,123,12.0,cash,1,2024-01-02 10:57:42
296,869,10.0,credit_card,4,2024-01-02 08:47:20
297,554,22.0,cash,4,2024-01-02 05:14:01
298,734,20.0,credit_card,1,2024-01-02 19:01:40
299,931,0.25,cash,2,2024-01-02 13:35:10
300,550,2.0,cash,3,2024-01-02 23:36:58
301,690,10.0,credit_card,2,2024-01-02 20:44:09
302,190,10.0,cash,4,2024-01-02 04:21:15
303,59,13.0,cash,5,2024-01-02 09:19:37
304,276,22.0,credit_card,4,2024-01-02 00:17:22
305,344,25.0,cash,5,2024-01-02 06:39:14
306,355,10.0,cash,6,2024-01-02 12:07:48
307,18,5.5,cash,4,2024-01-02 14:28:56
308,310,5.5,cash,6,2024-01-02 15:30:10
309,982,12.0,cash,4,2024-01-02 12:55:13
310,862,14.0,credit_card,3,2024-01-02 16:58:24
311,525,20.0,cash,4,2024-01-02 19:46:49
312,921,25.25,credit_card,2,2024-01-02 10:04:52
313,917,22.0,credit_card,6,2024-01-02 11:36:52
314,4,12.25,cash,3,2024-01-02 16:46:59
315,68,2.0,cash,4,2024-01-02 11:04:37
316,263,11.5,credit_card,2,2024-01-02 19:07:20
317,400,10.25,credit_card,4,2024-01-02 20:18:48
318,176,22.0,credit_card,4,2024-01-02 10:52:54
319,794,21.0,credit_card,1,2024-01-02 19:38:21
320,274,27.0,cash,2,2024-01-02 23:40:16
321,292,20.25,cash,1,2024-01-02 05:29:48
322,818,22.0,cash,4,2024-01-02 07:04:13
323,648,20.0,cash,1,2024-01-02 08:26:13
324,993,22.0,credit_card,5,2024-01-02 09:32:52
325,708,12.0,credit_card,4,2024-01-02 02:55:55
326,714,30.0,credit_card,5,2024-01-02 07:17:53
327,491,12.0,cash,5,2024-01-02 02:41:02
328,134,10.0,cash,1,2024-01-02 09:36:00
329,655,13.5,credit_card,6,2024-01-02 09:34:41
330,454,10.0,cash,4,2024-01-02 02:53:42
331,168,10.0,credit_card,3,2024-01-02 19:43:38
332,48,10.0,cash,4,2024-01-02 08:32:59
333,301,10.0,cash,2,2024-01-02 08:50:42
334,609,22.0,credit_card,3,2024-01-02 09:58:19
335,618,12.0,credit_card,5,2024-01-02 16:21:20
336,434,10.0,cash,4,2024-01-02 04:18:06
337,599,12.0,credit_card,1,2024-01-02 14:52:08
338,123,2.0,credit_card,3,2024-01-02 00:29:06
339,863,0.25,cash,4,2024-01-02 05:09:58
340,923,2.0,credit_card,6,2024-01-02 18:04:02
341,797,30.0,credit_card,5,2024-01-02 18:54:39
342,728,12.0,cash,1,2024-01-02 02:23:25
343,605,1.0,credit_card,3,2024-01-02 00:26:00
344,12,10.0,credit_card,1,2024-01-02 15:42:43
345,881,1.0,credit_card,3,2024-01-02 21:49:35
346,271,10.0,credit_card,1,2024-01-02 14:03:23
347,196,20.0,cash,5,2024-01-02 19:01:15
348,251,22.0,credit_card,5,2024-01-02 18:55:04
349,620,20.25,cash,1,2024-01-02 00:54:48
350,458,2.0,credit_card,1,2024-01-02 10:46:52
351,86,22.0,credit_card,5,2024-01-02 13:17:50
352,507,20.0,credit_card,4,2024-01-02 16:35:51
353,694,0.25,cash,3,2024-01-02 20:24:24
354,948,21.0,credit_card,2,2024-01-02 20:29:31
355,550,2.0,credit_card,3,2024-01-02 00:52:12
356,298,3.25,cash,6,2024-01-02 01:45:12
357,249,10.0,credit_card,6,2024-01-02 11:06:55
358,4,30.0,cash,6,2024-01-02 21:45:35
359,970,20.0,credit_card,3,2024-01-02 12:02:13
360,582,20.0,credit_card,2,2024-01-02 03:22:19
361,47,20.25,credit_card,2,2024-01-02 07:48:28
362,48,12.5,cash,5,2024-01-02 19:28:52
363,210,10.25,cash,1,2024-01-02 13:48:43
364,810,4.0,credit_card,2,2024-01-02 09:56:07
365,329,15.0,cash,3,2024-01-02 23:41:55
366,294,25.0,credit_card,3,2024-01-02 03:21:59
367,74,20.0,credit_card,6,2024-01-02 16:52:13
368,205,20.0,cash,5,2024-01-02 19:02:54
369,15,10.0,cash,3,2024-01-02 11:04:40
370,721,10.25,credit_card,5,2024-01-02 00:55:15
371,589,17.0,credit_card,3,2024-01-02 20:01:04
372,863,2.0,cash,1,2024-01-02 22:14:42
373,561,11.5,cash,6,2024-01-02 01:58:52
374,59,12.0,cash,1,2024-01-02 18:19:48
375,851,10.0,cash,2,2024-01-02 07:38:42
376,720,10.0,cash,3,2024-01-02 11:57:00
377,750,10.0,cash,1,2024-01-02 09:27:09
378,187,10.0,cash,5,2024-01-02 18:54:41
379,55,17.0,credit_card,4,2024-01-02 07:05:43
380,63,12.0,credit_card,3,2024-01-02 00:01:31
381,996,10.0,cash,4,2024-01-02 01:40:29
382,893,10.0,cash,2,2024-01-02 23:37:34
383,27,14.0,credit_card,1,2024-01-03 08:21:59
384,348,20.0,credit_card,3,2024-01-03 13:13:40
385,765,20.0,cash,2,2024-01-03 04:27:25
386,819,22.0,credit_card,1,2024-01-03 20:29:16
387,131,2.0,credit_card,5,2024-01-03 16:59:21
388,538,1.25,cash,1,2024-01-03 08:39:59
389,903,30.0,cash,1,2024-01-03 02:57:05
390,436,22.0,credit_card,1,2024-01-03 09:39:38
391,42,12.0,cash,2,2024-01-03 19:49:19
392,710,35.0,cash,2,2024-01-03 06:11:40
393,154,30.0,cash,5,2024-01-03 06:27:12
394,8,13.5,cash,4,2024-01-03 15:17:59
395,432,10.0,credit_card,6,2024-01-03 09:34:00
396,84,11.5,credit_card,6,2024-01-03 05:26:20
397,597,20.0,credit_card,3,2024-01-03 15:07:42
398,519,10.0,cash,3,2024-01-03 01:04:09
399,687,12.0,credit_card,5,2024-01-03 04:38:54
400,114,10.0,credit_card,6,2024-01-03 08:38:48
401,951,30.0,credit_card,4,2024-01-03 13:25:02
402,609,12.0,credit_card,5,2024-01-03 22:52:03
403,130,25.0,credit_card,4,2024-01-03 05:45:16
404,49,1.5,cash,4,2024-01-03 01:55:23
405,549,12.0,credit_card,5,2024-01-03 11:48:42
406,175,13.5,credit_card,6,2024-01-03 05:08:31
407,223,20.0,cash,5,2024-01-03 06:32:55
408,398,12.0,credit_card,4,2024-01-03 05:32:31
409,465,19.0,credit_card,4,2024-01-03 15:34:39
410,277,12.0,cash,2,2024-01-03 14:45:29
411,699,20.0,credit_card,2,2024-01-03 06:05:27
412,379,3.5,credit_card,3,2024-01-03 17:08:44
413,319,1.5,credit_card,3,2024-01-03 13:49:33
414,518,12.0,cash,5,2024-01-03 16:45:27
415,104,4.0,cash,2,2024-01-03 17:41:29
416,184,10.0,cash,4,2024-01-03 17:35:27
417,272,22.0,cash,6,2024-01-03 04:16:39
418,305,25.0,credit_card,6,2024-01-03 04:39:56
419,260,10.0,cash,6,2024-01-03 23:13:13
420,292,10.0,cash,2,2024-01-03 05:22:22
421,179,16.25,credit_card,1,2024-01-03 04:30:57
422,239,10.0,credit_card,3,2024-01-03 10:16:49
423,783,10.25,cash,4,2024-01-03 03:50:27
424,820,10.0,credit_card,2,2024-01-03 17:02:13
425,402,21.0,cash,4,2024-01-03 19:30:25
426,549,10.0,credit_card,1,2024-01-03 17:11:40
427,890,22.0,credit_card,5,2024-01-03 00:16:02
428,669,11.75,cash,1,2024-01-03 16:35:35
429,310,11.5,credit_card,4,2024-01-03 09:34:07
430,998,13.5,credit_card,3,2024-01-03 19:14:30
431,77,21.0,credit_card,1,2024-01-03 05:00:58
432,436,18.0,cash,2,2024-01-03 23:01:41
433,556,10.25,credit_card,6,2024-01-03 07:36:30
434,132,16.5,credit_card,1,2024-01-03 04:38:41
435,336,20.0,cash,1,2024-01-03 02:52:49
436,553,21.0,cash,1,2024-01-03 21:09:34
437,882,12.0,credit_card,2,2024-01-03 20:27:32
438,366,12.0,credit_card,3,2024-01-03 09:13:52
439,780,2.0,credit_card,3,2024-01-03 09:43:14
440,515,22.0,cash,5,2024-01-03 20:35:33
441,24,10.0,cash,5,2024-01-03 14:53:11
442,641,2.0,credit_card,5,2024-01-03 06:19:21
443,260,12.0,credit_card,4,2024-01-03 07:28:46
444,22,12.0,cash,4,2024-01-03 07:34:09
445,204,30.0,cash,6,2024-01-03 06:19:00
446,468,2.0,credit_card,4,2024-01-03 01:50:42
447,563,20.0,cash,5,2024-01-03 22:14:39
448,834,10.0,cash,6,2024-01-03 18:35:27
449,685,12.0,credit_card,1,2024-01-03 05:40:19
450,976,25.0,cash,3,2024-01-03 22:22:55
451,770,10.0,cash,3,2024-01-03 19:18:45
452,784,22.0,cash,1,2024-01-03 22:38:55
453,202,26.5,cash,4,2024-01-03 22:30:53
454,514,10.0,cash,6,2024-01-03 15:39:28
455,200,12.25,credit_card,5,2024-01-03 11:00:08
456,563,14.0,credit_card,3,2024-01-03 21:05:26
457,950,15.0,credit_card,6,2024-01-03 23:01:18
458,4,10.0,credit_card,1,2024-01-03 21:27:08
459,985,30.0,credit_card,4,2024-01-03 04:18:46
460,695,19.0,cash,5,2024-01-03 13:09:58
461,921,12.0,credit_card,3,2024-01-03 04:24:45
462,847,21.5,credit_card,1,2024-01-03 12:28:21
463,536,10.0,cash,6,2024-01-03 18:55:16
464,313,20.0,cash,1,2024-01-03 01:35:49
465,743,4.0,cash,5,2024-01-03 13:53:09
466,875,35.0,cash,4,2024-01-03 08:56:23
467,898,11.75,cash,4,2024-01-03 01:01:31
468,528,2.0,cash,5,2024-01-03 00:21:25
469,784,20.0,credit_card,2,2024-01-03 08:49:52
470,161,35.0,cash,1,2024-01-03 05:21:25
471,826,12.0,cash,2,2024-01-03 15:38:19
472,848,2.0,cash,6,2024-01-03 05:53:26
473,994,20.0,cash,1,2024-01-03 22:43:25
474,342,20.0,credit_card,6,2024-01-03 10:09:38
475,527,10.0,credit_card,5,2024-01-03 21:37:48
476,466,10.0,cash,3,2024-01-03 03:52:03
477,42,10.0,credit_card,1,2024-01-03 06:53:38
478,344,30.0,cash,1,2024-01-03 04:39:34
479,580,2.0,credit_card,3,2024-01-03 07:56:16
480,127,2.0,cash,5,2024-01-03 21:30:42
481,663,20.0,cash,3,2024-01-03 03:34:17
482,995,22.0,cash,5,2024-01-03 20:54:00
483,959,13.0,credit_card,2,2024-01-03 02:58:11
484,208,5.0,credit_card,6,2024-01-03 13:20:44
485,737,10.0,cash,4,2024-01-03 15:06:30
486,319,22.0,credit_card,5,2024-01-03 17:19:28
487,621,10.0,credit_card,2,2024-01-03 13:06:19
488,908,10.0,cash,1,2024-01-03 00:08:04
489,445,1.5,credit_card,6,2024-01-03 07:40:48
490,393,30.0,cash,1,2024-01-03 20:47:24
491,950,20.0,cash,4,2024-01-03 01:30:48
492,141,22.0,credit_card,4,2024-01-03 00:25:35
493,631,15.0,credit_card,2,2024-01-03 17:32:31
494,467,35.0,credit_card,5,2024-01-03 01:26:14
495,184,12.0,cash,3,2024-01-03 19:15:28
496,823,10.0,credit_card,6,2024-01-03 19:41:17
497,795,22.0,credit_card,3,2024-01-03 08:52:17
498,948,20.0,cash,6,2024-01-03 17:27:38
499,966,21.0,credit_card,4,2024-01-03 19:29:02
500,488,10.0,cash,4,2024-01-03 23:56:35
501,881,12.25,cash,4,2024-01-03 17:01:23
502,644,20.0,cash,1,2024-01-03 05:35:04
503,494,20.0,credit_card,1,2024-01-03 07:48:52
504,971,20.0,credit_card,2,2024-01-03 05:41:59
505,443,30.0,credit_card,4,2024-01-03 05:34:29
506,306,22.0,cash,6,2024-01-03 23:25:26
507,892,14.0,cash,4,2024-01-03 09:58:31
508,855,20.0,cash,2,2024-01-03 04:51:54
509,511,22.0,cash,1,2024-01-03 06:17:27
510,431,11.0,credit_card,4,2024-01-03 13:25:36
511,822,10.0,credit_card,3,2024-01-03 18:09:55
512,288,12.25,credit_card,1,2024-01-03 09:36:25
513,587,2.0,cash,6,2024-01-03 15:00:26
514,845,3.5,credit_card,3,2024-01-03 15:09:48
515,486,22.0,cash,2,2024-01-03 01:23:22
516,954,10.0,cash,4,2024-01-03 00:12:23
